github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
developersdigest/llm-answer-engine	Perplexity-Inspired LLM Answer Engine	https://github.com/developersdigest/llm-answer-engine	MIT	developersdigest	User	Perplexity Inspired Answer Engine	TypeScript	5038	https://developersdigest.tech	2024-03-07T21:43:22Z	2026-04-29T12:29:50Z	False		
pinokiocomputer/pinokio	github	https://github.com/pinokiocomputer/pinokio	MIT	pinokiocomputer	Organization	AI Browser	JavaScript	7856	https://pinokio.co	2023-07-09T10:02:41Z	2026-07-22T06:03:02Z	False		
MervinPraison/PraisonAI	PraisonAI	https://github.com/MervinPraison/PraisonAI/	MIT	MervinPraison	User	PraisonAI 🦞 — Hire a 24/7 AI Workforce. Stop writing boilerplate and start shipping autonomous self-improving agents that research, plan, code, and execute tasks. Deployed in 5 lines of code with built-in memory, RAG, and support for 100+ LLMs.	Python	8925	https://praison.ai/docs	2024-03-19T16:45:25Z	2026-08-19T23:34:33Z	False	agents;ai;ai-agent-framework;ai-agent-sdk;ai-agents;ai-agents-framework;ai-agents-sdk;ai-framwork;aiagent;aiagentframework;aiagents;aiagentsframework;framework;hermes;hermes-agent;multi-agent;multi-agent-system;multi-agents;multi-ai-agents;openclaw	
kody-w/rappterbook	Rappterbook	https://github.com/kody-w/rappterbook	MIT	kody-w	User	Social network for AI agents. Feed SKILLS.md to your AI — it becomes a citizen. No servers, no API keys. GitHub IS the platform.	Python	13	https://kody-w.github.io/rappterbook/	2026-02-13T01:26:22Z	2026-08-20T00:49:11Z	False	agentic-api;agents;ai;ai-agents;github-actions;github-native;github-pages;llm;multi-agent-systems;python;sdk;social-network;zero-dependencies	
shep-ai/cli	Shep	https://github.com/shep-ai/cli	MIT	shep-ai	Organization	Ship features 10x faster. Built In Auto: Memory, K8S Agent & Security (SDD+SDLC) . 😇	TypeScript	245	https://shep.bot	2026-02-01T22:23:54Z	2026-08-10T08:46:59Z	False	agent-orchestration;agentic-ai;ai;ai-agents;ai-code-generation;ai-coding;ai-native;automation;claude;claude-code;cli;cursor;developer-tools;devtools;gemini;git-worktrees;parallel-development;sdlc;typescript;worktrees	
langchain-ai/streamlit-agent	Streamlit Agent by Langchain	https://github.com/langchain-ai/streamlit-agent	Apache-2.0	langchain-ai	Organization	Reference implementations of several LangChain agents as Streamlit apps	Python	1642		2023-06-13T04:15:45Z	2024-08-04T14:55:12Z	True		
superagent-ai/superagent	Superagent	https://github.com/superagent-ai/superagent	MIT	superagent-ai	Organization	Superagent protects your AI applications against prompt injections, data leaks, and harmful outputs. Embed safety directly into your app and prove compliance to your customers.	TypeScript	6713	https://superagent.sh	2023-05-10T18:50:39Z	2026-08-13T20:23:19Z	False	ai;anthropic;guardrails;llm;openai;prompt-injection;security	
nilsherzig/LLocalSearch	LLocalSearch	https://github.com/nilsherzig/LLocalSearch	Apache-2.0	nilsherzig	User	LLocalSearch is a completely locally running search aggregator using LLM Agents. The user can ask a question and the system will use a chain of LLMs to find the answer. The user can see the progress of the agents and the final answer. No OpenAI or Google API keys are needed.	Go	5946		2024-03-23T08:53:25Z	2026-03-24T09:58:01Z	True	llm;search-engine	
sweepai/sweep	Sweep	https://github.com/sweepai/sweep	NOASSERTION	sweepai	Organization	Sweep: AI coding assistant for JetBrains	Jupyter Notebook	7700	https://sweep.dev	2023-06-14T10:08:07Z	2025-09-18T06:10:59Z	False	ai;ai-developer;ai-softwar;ai-software;code-assistant;code-search;developer-tools;github-app;gpt-4	
TabbyML/tabby	Tabby	https://github.com/TabbyML/tabby	NOASSERTION	TabbyML	Organization	Self-hosted AI coding assistant	Rust	33830	https://tabbyml.com	2023-03-16T09:18:01Z	2026-06-30T20:38:02Z	False	ai;codegen;coding-assistant;coding-language;developer-experience;developer-tools;gen-ai;ide;llms	
microsoft/TypeChat	TypeChat	https://github.com/microsoft/TypeChat	MIT	microsoft	Organization	TypeChat is a library that makes it easy to build natural language interfaces using types.	TypeScript	8680	https://microsoft.github.io/TypeChat/	2023-06-20T00:52:38Z	2026-08-19T09:17:23Z	False	ai;llm;natural-language;types	
e2b-dev/ai-artifacts	ai-artifacts	https://github.com/e2b-dev/ai-artifacts	Apache-2.0	e2b-dev	Organization	Open-source Next.js template for building apps that are fully generated by AI. By E2B.	TypeScript	6369	https://fragments.e2b.dev	2024-07-10T20:31:32Z	2026-08-17T13:29:07Z	False	ai;ai-code-generation;anthropic;claude;claude-ai;code-interpreter;e2b;javascript;llm;nextjs;react;sandbox;typescript	
OpenInterpreter/aifs	aifs	https://github.com/OpenInterpreter/aifs	Apache-2.0	openinterpreter	Organization	Local semantic search. Stupidly simple.	Python	464		2024-01-16T08:54:21Z	2024-07-07T12:15:15Z	False		
risonsimon/claude-artifacts-react	claude-artifacts-react	https://github.com/risonsimon/claude-artifacts-react	MIT	risonsimon	User	Quickly deploy React code from Claude Artifacts to the internet.	JavaScript	51		2024-07-02T09:39:17Z	2024-07-02T09:45:55Z	False		
gmpetrov/databerry	databerry	https://github.com/gmpetrov/databerry/	None	gmpetrov	User	The no-code platform for building custom LLM Agents	None	2966	https://chaindesk.ai	2023-03-27T13:37:24Z	2024-06-17T12:36:06Z	False	ai;aichatbot;chatbot;chatbots;chatgpt;llm;no-code;openai;qdrant;semantic-search;typescript	
darrenburns/elia	elia	https://github.com/darrenburns/elia	Apache-2.0	darrenburns	User	A snappy, keyboard-centric terminal user interface for interacting with large language models. Chat with ChatGPT, Claude, Llama 3, Phi 3, Mistral, Gemma and more.	Python	2480		2023-05-04T20:34:55Z	2024-10-10T19:12:52Z	False	ai;chatgpt;claude;gemma;gpt;large-language-models;llama;llama3;llm;mistral;mistral-ai;mixtral;ollama;ollama-client;ollama-interface;phi-3;python;terminal;tui	
ServiceNow/AgentLab	Agentlab	https://github.com/ServiceNow/AgentLab	NOASSERTION	ServiceNow	Organization	AgentLab: An open-source framework for developing, testing, and benchmarking web agents on diverse tasks, designed for scalability and reproducibility.	Python	624		2024-05-21T17:17:20Z	2026-07-17T18:09:43Z	False	agent;agents;benchmark;evaluation-framework;lab;llm;llm-agents;prompting;web-agents	
StonyBrookNLP/appworld	Appworld	https://github.com/StonyBrookNLP/appworld	Apache-2.0	StonyBrookNLP	Organization	🌍 AppWorld: A Controllable World of Apps and People for Benchmarking Function Calling and Interactive Coding Agent, ACL'24 Best Resource Paper.	Python	487	https://appworld.dev/	2024-06-23T22:49:26Z	2026-02-17T22:41:42Z	False	acl-2024;ai-agents;ai-apis;ai-assistants;ai-environment;ai-planning;autonomous-agents;coding-agents;function-calling;interactive-coding;llm;llm-agents;nlp-datasets;nlp-machine-learning;tool-usage	
StonyBrookNLP/appworld-leaderboard	Appworld-Leaderboard	https://github.com/StonyBrookNLP/appworld-leaderboard	None	StonyBrookNLP	Organization	🌍 Leaderboard Repository for "AppWorld: A Controllable World of Apps and People for Benchmarking Interactive Coding Agent", ACL2024	Python	7	https://appworld.dev/leaderboard	2024-07-22T19:22:00Z	2026-02-15T15:22:01Z	False	acl-2024;ai;ai-agents;ai-apis;ai-assistants;ai-environment;ai-planning;autonomous-agents;coding-agents;function-calling;interactive-coding;llm;llm-agents;nlp-datasets;nlp-machine;tool-usage	
bigcode-project/bigcodebench	Bigcodebench	https://github.com/bigcode-project/bigcodebench	Apache-2.0	bigcode-project	Organization	[ICLR'25] BigCodeBench: Benchmarking Code Generation Towards AGI	Python	519	https://bigcode-bench.github.io/	2024-04-29T11:46:10Z	2026-01-03T07:22:42Z	True	agent;agents;benchmark;chatgpt;claude-3;code-generation;deepseek;function-calling;gemini;gpt-4;instruction-following;large-language-models;llm;program-synthesis;tool-use	
GoodAI/goodai-ltm-benchmark	Goodai-Ltm-Benchmark	https://github.com/GoodAI/goodai-ltm-benchmark	NOASSERTION	GoodAI	Organization	A library for benchmarking the Long Term Memory and Continual learning capabilities of  LLM based agents. With all the tests and code you need to evaluate your own agents. See more in the blogpost:	HTML	88	https://www.goodai.com/introducing-goodai-ltm-benchmark/	2024-01-26T13:16:46Z	2024-12-17T16:56:57Z	False	continual-learning;goodai;llm;long-term-memory;ltm	
yuvrajpant56/Nemotron-o1-LLM-Agent-Dataflow-Analysis	Nemotron-O1-Llm-Agent-Dataflow-Analysis	https://github.com/yuvrajpant56/Nemotron-o1-LLM-Agent-Dataflow-Analysis	None	yuvrajpant56	User	"Code and resources for Nemotron-o1, an LLM-based agentic framework for automated data flow analysis. Features source/sink extraction, data flow summary, and path feasibility analysis with CWE-369 benchmarks. Results demonstrate performance comparable to GPT-3.5 and GPT-4 on C/C++ programs."	Python	0		2024-12-19T02:34:04Z	2025-05-20T15:33:55Z	False		
epfl-ml4ed/PharmaSimText-OS-LLMs	Pharmasimtext-Os-Llms	https://github.com/epfl-ml4ed/PharmaSimText-OS-LLMs	None	epfl-ml4ed	Organization	This is a repository including the benchmark and agents included in an under review submission to JEDM 2025.	Python	0		2024-08-23T14:12:46Z	2024-11-10T19:18:02Z	False		
shengyin1224/SafeAgentBench	Safeagentbench	https://github.com/shengyin1224/SafeAgentBench	None	shengyin1224	User	Codes for paper "SafeAgentBench: A Benchmark for Safe Task Planning of \\ Embodied LLM Agents"	Python	76		2024-09-14T16:02:34Z	2025-02-25T15:07:23Z	False		
microsoft/SmartPlay	Smartplay	https://github.com/microsoft/SmartPlay	CC-BY-4.0	microsoft	Organization	SmartPlay is a benchmark for Large Language Models (LLMs). Uses a variety of games to test various important LLM capabilities as agents. SmartPlay is designed to be easy to use, and to support future development of LLMs.	Python	146		2023-10-02T14:58:58Z	2024-04-11T03:40:29Z	True		
TheAgentCompany/TheAgentCompany	Theagentcompany	https://github.com/TheAgentCompany/TheAgentCompany	MIT	TheAgentCompany	Organization	An agent benchmark with tasks in a simulated software company.	Python	767	https://the-agent-company.com	2024-03-11T09:08:11Z	2025-11-17T20:31:16Z	False	agent;ai;ai-benchmark;ai-research;benchmark;llm	
staro190/Usability-Benchmarking-Framework-Project	Usability-Benchmarking-Framework-Project	https://github.com/staro190/Usability-Benchmarking-Framework-Project	None	staro190	User	Evaluation of Software Manuals Using LLM-Powered GUI Agents: A Usability Benchmarking Framework	None	0		2024-09-30T06:07:39Z	2024-10-07T05:10:41Z	False		
IDEA-FinAI/Awesome-FinLLMs	Awesome-Finllms	https://github.com/IDEA-FinAI/Awesome-FinLLMs	Apache-2.0	DataArcTech	Organization	🥇 A curated list of awesome large language models in finance(FinLLMs), including papers,models,datasets and codebases. 金融大模型列表，特别是中英双语大模型。 	None	67		2024-04-10T07:20:15Z	2026-06-23T06:27:03Z	False		
sr5434/CodegebraGPT	Codegebragpt	https://github.com/sr5434/CodegebraGPT	MIT	sr5434	User	Finetuning multimodal LLMs on STEM datasets	Jupyter Notebook	0		2023-12-17T19:50:58Z	2023-12-29T18:41:08Z	False		
AsadNizami/Dataset-generator-for-LLM-finetuning	Dataset-Generator-For-Llm-Finetuning	https://github.com/AsadNizami/Dataset-generator-for-LLM-finetuning	None	AsadNizami	User		JavaScript	1		2024-12-30T10:25:51Z	2025-01-16T09:15:57Z	False		
Dragon-hxl/dataset_for_llm	Dataset_For_Llm	https://github.com/Dragon-hxl/dataset_for_llm	None	Dragon-hxl	User	backup for some data set to test llm models	None	0		2023-06-27T14:50:08Z	2023-07-19T08:11:58Z	False		
TanGentleman/EduScribe-LLM-Backend	Eduscribe-Llm-Backend	https://github.com/TanGentleman/EduScribe-LLM-Backend	None	TanGentleman	User	Pythonic dataset processing for fine-tuning LLMs. Used for a CalHacks 2023 award winning project.	Python	0		2023-10-31T23:36:25Z	2023-11-01T00:13:17Z	False		
Pratik-Behera/finetuning_llms	Finetuning_Llms	https://github.com/Pratik-Behera/finetuning_llms	MIT	Pratik-Behera	User	Finetuning Falcon7b/Falcon7b-Instruct on a test dataset using QLora	Jupyter Notebook	0		2023-06-14T06:00:22Z	2023-06-14T06:02:00Z	False		
hazylavender/fl_llm_benchmark_dataset	Fl_Llm_Benchmark_Dataset	https://github.com/hazylavender/fl_llm_benchmark_dataset	Apache-2.0	hazylavender	User		Python	0		2024-09-25T03:13:14Z	2026-03-23T04:15:00Z	False		
shirsh10mall/Instruct-QnA-Fine-Tuning-Google-Flan-T5-Large-LLM-QLoRA-PEFT-Open-Orca-Dataset	Instruct-Qna-Fine-Tuning-Google-Flan-T5-Large-Llm-Qlora-Peft-Open-Orca-Dataset	https://github.com/shirsh10mall/Instruct-QnA-Fine-Tuning-Google-Flan-T5-Large-LLM-QLoRA-PEFT-Open-Orca-Dataset	None	shirsh10mall	User		Jupyter Notebook	3		2023-08-27T19:33:06Z	2023-09-24T13:14:28Z	False		
SandroGT/KG-LLM-Prompting	Kg-Llm-Prompting	https://github.com/SandroGT/KG-LLM-Prompting	None	SandroGT	User	Codebase and dataset repository for the paper "A Zero-Shot Strategy for Knowledge Graph Engineering Using GPT-3.5" (formerly "Knowledge Graph Engineering through Iterative Zero-Shot LLM Prompting")	Jupyter Notebook	7		2024-02-26T09:31:58Z	2025-02-06T12:44:49Z	False		
pinskyrobin/LLM---Detect-AI-Generated-Text	Llm---Detect-Ai-Generated-Text	https://github.com/pinskyrobin/LLM---Detect-AI-Generated-Text	None	pinskyrobin	User	Demo code and dataset for offline debugging	Jupyter Notebook	0		2024-01-18T05:47:12Z	2024-01-18T07:31:30Z	False		
kumarde/llm-content-mod	Llm-Content-Mod	https://github.com/kumarde/llm-content-mod	None	kumarde	User	Datasets and code for studying LLMs and Content Moderation	Python	1		2024-01-10T15:48:52Z	2024-01-10T17:04:04Z	False		
waikato-llm/llm-dataset-converter-examples	Llm-Dataset-Converter-Examples	https://github.com/waikato-llm/llm-dataset-converter-examples	CC-BY-SA-4.0	waikato-llm	Organization	Repository with examples for the llm-dataset-converter libraries. 	None	0	https://waikato-llm.github.io/llm-dataset-converter-examples/	2024-06-06T01:36:04Z	2025-01-06T21:00:30Z	False	conversion;dataset;llm	
AusafMo/LLM-Finetuning-Template	Llm-Finetuning-Template	https://github.com/AusafMo/LLM-Finetuning-Template	None	AusafMo	User	Template Code for working and finetuning a LLM for custom dataset, here a artificially generated dataset ( couldn't find a real one).	Jupyter Notebook	0		2023-10-22T21:33:59Z	2023-10-22T21:41:28Z	False		
sileod/llm-theory-of-mind	Llm-Theory-Of-Mind	https://github.com/sileod/llm-theory-of-mind	Apache-2.0	sileod	User	Testing Theory of Mind (ToM) in language models with epistemic logic	Python	22		2023-01-25T15:46:22Z	2026-07-03T08:50:17Z	False	chatgpt;dataset;english;epistemic-logic;epistemic-reasoning;gpt-4;language-model;llm;modal-logic;muddy-children;natural-language;natural-language-inference;natural-language-processing;nli;nlp;pal;public-announcement-logic;social-reasoning;theory-of-mind;tom	
dongdongunique/LLM_RAG	Llm_Rag	https://github.com/dongdongunique/LLM_RAG	None	dongdongunique	User	This repository implements a Retrieval-Augmented Generation (RAG) system using FAISS for vector-based retrieval and GPT for generative response. It is designed to process large datasets, index them with FAISS, and use GPT to answer queries with retrieved context.	Python	9		2024-11-24T10:03:11Z	2025-01-01T08:47:41Z	False		
ryanlingo/REAP-LLM-Problem-Solving	Reap-Llm-Problem-Solving	https://github.com/ryanlingo/REAP-LLM-Problem-Solving	CC0-1.0	ryanlingo	User	Enhance LLM problem-solving with REAP: Reflection, Explicit Problem Deconstruction, and Advanced Prompting. This repo includes the REAP prompt framework, code for reproducing experiments, datasets, and supplementary materials, supporting structured reasoning and dynamic context generation in LLMs.	None	9		2024-11-03T13:10:53Z	2024-11-03T13:29:34Z	False		
bonk1t/agentic-platform	Agentic-Platform	https://github.com/bonk1t/agentic-platform												gh: Not Found (HTTP 404)
ai-primitives/agentic.md	Agentic.Md	https://github.com/ai-primitives/agentic.md	MIT	ai-primitives	Organization	Build, Test, Deploy, & Iterate on AI Agents using Markdown & MDX	TypeScript	1		2024-12-15T15:39:52Z	2024-12-15T22:36:27Z	False		
Zeeshan138063/ai-agent-lab	Ai-Agent-Lab	https://github.com/Zeeshan138063/ai-agent-lab	MIT	Zeeshan138063	User	AI Agent Lab: An open-source repository to build, test, and deploy AI agents using Python, with examples and modular design.	None	1		2024-12-28T17:52:26Z	2024-12-28T17:58:54Z	False		
ezemriv/AI-Agent-Report-Maker-Deploy	Ai-Agent-Report-Maker-Deploy	https://github.com/ezemriv/AI-Agent-Report-Maker-Deploy	MIT	ezemriv	User	A streamlined version of the AI-Agent-Report-Maker, focusing exclusively on the agent functionality for deployment with Gradio.	Python	1		2024-11-02T18:54:29Z	2024-11-04T16:37:28Z	False		
Bilalkhan4086/ai-agents	Ai-Agents	https://github.com/Bilalkhan4086/ai-agents	None	Bilalkhan4086	User	This repo is for learning how to deploy ai agent with langgraph on langgraph cloud.	Jupyter Notebook	0		2024-12-10T19:47:31Z	2024-12-10T20:31:34Z	False		
Rushi-code1/AI-Powered-Chatbot-Generator	Ai-Powered-Chatbot-Generator	https://github.com/Rushi-code1/AI-Powered-Chatbot-Generator	None	Rushi-code1	User	"Developed an AI-powered chatbot generator designed to create custom, conversational agents tailored for diverse industries. Utilized natural language processing (NLP) and machine learning algorithms to enable intuitive, human-like interactions and seamless deployment across multiple platforms."	CSS	0	https://github.com/Rushi-code1	2024-07-04T13:13:31Z	2024-07-24T15:28:26Z	False	config;github-config	
LiteObject/anthropic-agent-in-docker	Anthropic-Agent-In-Docker	https://github.com/LiteObject/anthropic-agent-in-docker	None	LiteObject	User	This repository offers a Dockerized implementation of the Anthropic Agent for streamlined deployment and scalability. It ensures consistent running environments, simplifying integration into various infrastructures. Get started with deploying your own instance effortlessly.	Python	1		2024-07-09T03:14:53Z	2026-01-13T19:56:43Z	False	ai;ai-agent;anthropic;claude-3;python;sonnet;tutorial	
RithikaGupta/autonomousAI	Autonomousai	https://github.com/RithikaGupta/autonomousAI	None	RithikaGupta	User	About Multi Agent System Installation Build Deployment - for autonomous testing	Python	0		2024-07-20T01:25:26Z	2024-09-10T18:24:44Z	False		
e2b-dev/awesome-ai-sdks	Awesome-Ai-Sdks	https://github.com/e2b-dev/awesome-ai-sdks	None	e2b-dev	Organization	A database of SDKs, frameworks, libraries, and tools for creating, monitoring, debugging and deploying autonomous AI agents	None	1211		2023-08-05T17:22:43Z	2026-07-09T17:29:58Z	False	agent;agentops;agents;ai;ai-agents;awesome;awesome-list;chatgpt;e2b;framework;langchain;llama-index;llm;llmops;openai;sdk;tools;vercel	
tkorkmazeth/awesome-solana-ai-hackathon	Awesome-Solana-Ai-Hackathon	https://github.com/tkorkmazeth/awesome-solana-ai-hackathon	BSD-3-Clause	tkorkmazeth	User	Welcome to the Solana AI Agent Hackathon repository! This resource is your ultimate guide to creating, deploying, and managing autonomous AI agents powered by Solana and cutting-edge tools.	None	36		2024-12-12T13:42:39Z	2024-12-19T13:31:47Z	False		
jacobweiss2305/aws-ai-templates	Aws-Ai-Templates	https://github.com/jacobweiss2305/aws-ai-templates	Apache-2.0	jacobweiss2305	User	A collection of AWS Templates for deploying Agentic Software	TypeScript	1		2024-10-22T16:04:20Z	2024-10-24T12:29:50Z	False		
duplxey/back4app-ai-agent	Back4App-Ai-Agent	https://github.com/duplxey/back4app-ai-agent	None	duplxey	User	Learn how to use Back4app Agent to build and deploy full-stack web applications.	JavaScript	1		2023-11-17T23:48:56Z	2023-11-30T21:16:41Z	False	back4app;back4app-containers;deploy;docker;full-stack;parsejs	
zoharbabin/collective	Collective	https://github.com/zoharbabin/collective	MIT	zoharbabin	User	An open-source, detailed blueprint for implementing highly scalable swarms of specialized AI Agents in enterprise product development, emphasizing parallelization, robust governance, compliance, and minimal human oversight	Shell	52	https://zoharbabin.github.io/enterprise-ai-agents-spec/	2024-12-27T20:03:39Z	2026-07-03T01:43:17Z	False	agentics;ai;ai-agents;product-development;proposal;specification;ssdlc;swarm-intelligence	
jzho987/dance-ai-research-project	Dance-Ai-Research-Project	https://github.com/jzho987/dance-ai-research-project	MIT	jzho987	User	The main repository for managing the research towards developing and deploying an interactive dance AI agent to research ML techniques and human interactions.	Jupyter Notebook	1		2024-04-01T01:15:58Z	2025-06-08T19:34:20Z	False		
RaheesAhmed/devstream	Devstream	https://github.com/RaheesAhmed/devstream												gh: Not Found (HTTP 404)
cebert/examples-ai-bedrock-agent-national-parks	Examples-Ai-Bedrock-Agent-National-Parks	https://github.com/cebert/examples-ai-bedrock-agent-national-parks	MIT	cebert	User	This repository demonstrates how to build and deploy an AI agent using Amazon Bedrock and AWS Lambda, with infrastructure managed by AWS CDK in TypeScript. The AI agent is designed to interact with the National Park Service (NPS) API to fetch information about national parks based on user input, such as a state code.	TypeScript	4		2024-12-29T22:55:52Z	2025-02-10T05:31:07Z	False		
spark-engine-opensource-projects/fullstack-nextjs-app-generator	Fullstack-Nextjs-App-Generator	https://github.com/spark-engine-opensource-projects/fullstack-nextjs-app-generator	MIT	spark-engine-opensource-projects	Organization	Fullstack Next.js Application Builder that uses a Spark Engine AI multi-agent system project for generation, Supabase and Vercel for deployment	JavaScript	24	https://sparkengine.ai/search	2024-09-01T08:14:23Z	2024-11-29T02:19:20Z	False	ai;artificial-intelligence;generative-ai;generator;groq;javascript;multi-agent;multi-agent-systems;nextjs;ngrok;openai;spark-engine;supabase;tailwind;vercel;web-app;web-app-generator	
ginix-co/ginix-fraud-agents	Ginix-Fraud-Agents	https://github.com/ginix-co/ginix-fraud-agents	None	ginix-co	Organization	Welcome to the giniX FraudAI-Agents community! This is a collaborative space where Fraud Analysts and developers work together to create, verify, and deploy AI agents for financial fraud detection, investigation and fraud analyst work processes.	Python	0		2024-09-16T09:05:26Z	2024-09-18T13:26:47Z	False		
shellc/iauto	Iauto	https://github.com/shellc/iauto	MIT	shellc	User	iauto is a low-code engine for building and deploying AI agents	Python	93	https://shellc.cn/iauto/	2024-01-24T16:51:44Z	2024-11-22T14:41:52Z	True	agents;ai;appium;autogen;automation;llm;playwright	
IncredibleDevHQ/Incredible.dev	Incredible.Dev	https://github.com/IncredibleDevHQ/Incredible.dev	Apache-2.0	IncredibleDevHQ	Organization	Incredible.dev is an AI Coding Co-worker which can code, fix, document, deploy, test your APIs. One agent to rule everything API.	Rust	34		2024-04-10T13:07:00Z	2024-05-22T04:42:02Z	False		
Talha-Ali-5365/InstantRun	Instantrun	https://github.com/Talha-Ali-5365/InstantRun	MIT	Talha-Ali-5365	User	AI agent that can deploy any github repo autonomously	Python	4		2024-12-26T19:49:14Z	2025-01-02T10:56:54Z	False		
riyaadhbukhsh/kubernetes-agent	Kubernetes-Agent	https://github.com/riyaadhbukhsh/kubernetes-agent	None	riyaadhbukhsh	User	An AI agent that masterfully answers questions about your deployed kubernetes cluster	Python	0		2024-12-02T06:27:30Z	2024-12-20T04:48:55Z	False		
parteeksingh24/kubernetes-query-agent	Kubernetes-Query-Agent	https://github.com/parteeksingh24/kubernetes-query-agent	MIT	parteeksingh24	User	A demonstration of an AI agent that answers simple queries about apps deployed on a Kubernetes cluster.	Python	0		2024-10-28T21:45:11Z	2024-11-05T23:01:59Z	False		
soni-ratnesh/KubernetesQueryAgent	Kubernetesqueryagent	https://github.com/soni-ratnesh/KubernetesQueryAgent	GPL-2.0	soni-ratnesh	User	An AI agent that interacts with a Kubernetes cluster to answer queries about its deployed applications.	Python	0		2024-10-27T00:48:55Z	2024-12-04T12:28:36Z	False		
muhammadnasif/llm-research-backend-django	Llm-Research-Backend-Django	https://github.com/muhammadnasif/llm-research-backend-django	None	muhammadnasif	User	This is the django project for deploying the LLM Research of Conversational AI Agent for test purpose.	Python	1		2024-03-06T10:46:51Z	2024-05-08T11:56:30Z	False		
AGAMPANDEYY/MultiAgents-infinite-backroom	Multiagents-Infinite-Backroom	https://github.com/AGAMPANDEYY/MultiAgents-infinite-backroom	None	AGAMPANDEYY	User	Claude AI Multi agents having conversations without human intervention. Inspired from The Truth Terminal contains deployed Vercel app and Dockerfile for dependency resolves.	Python	11	https://truth-terminal-hazel.vercel.app	2024-10-30T19:33:32Z	2025-05-08T05:04:07Z	False		
dwain-barnes/PurPaaS-LLM	Purpaas-Llm	https://github.com/dwain-barnes/PurPaaS-LLM	None	dwain-barnes	User	PurPaaS is an innovative open-source security testing platform that implements purple teaming (combined red and blue team approaches) to evaluate local LLM models through Ollama. By orchestrating autonomous agents, PurPaaS provides comprehensive security assessment of locally deployed AI models.	Python	8	https://www.gpt-labs.ai	2024-10-27T13:19:54Z	2024-11-04T09:15:53Z	False	ai-safety;ai-security;ai-vulnerability-assessment;autonomous-agents;blue-team;cyber-security;llm-security;llms;local-llm;ollama;open-source;purple-teaming;red-team;security-testing	
tom2tomtomtom/redbaez-agent-builder-complete	Redbaez-Agent-Builder-Complete	https://github.com/tom2tomtomtom/redbaez-agent-builder-complete	None	tom2tomtomtom	User	Full-stack AI agent builder with model integration, deployment, and monitoring capabilities	None	1		2024-12-09T00:12:02Z	2024-12-09T00:21:11Z	False		
amsilf/sc-helm-app	Sc-Helm-App	https://github.com/amsilf/sc-helm-app	None	amsilf	User	This repository contains a simple Helm chart for deploying a "Hello World" Nginx application, along with Open Policy Agent (OPA) rules for verification and an AI-assisted mechanism to fix policy violations.	Smarty	0		2024-07-12T05:29:25Z	2024-07-16T12:07:30Z	False		
Harbars1234/SpaceCreateAI	Spacecreateai	https://github.com/Harbars1234/SpaceCreateAI	MIT	Harbars1234	User	This repository contains the first Solana agent built with the SEND AI technology https://github.com/sendaifun/solana-agent-kit that automatically creates the agent and deploys the token. Agent will airdrop tokens once launched.	TypeScript	1		2024-12-21T05:50:02Z	2024-12-21T06:02:21Z	False		
Styro13/Synnex_Symphony	Synnex_Symphony	https://github.com/Styro13/Synnex_Symphony												gh: Not Found (HTTP 404)
samanway1996/testchatbot	Testchatbot	https://github.com/samanway1996/testchatbot	Apache-2.0	samanway1996	User	Database to be deployed for agent in api.ai	Python	0		2017-02-16T20:02:02Z	2017-03-15T12:23:09Z	False		
almogdepaz/wolfpack	Wolfpack	https://github.com/almogdepaz/wolfpack	MIT	almogdepaz	User	Self-hosted browser terminal manager for AI coding agents. Control Claude Code, Codex, Gemini, and shell sessions from your phone or browser over Tailscale.	TypeScript	37	https://get-wolfpack.netlify.app/	2026-01-30T14:18:25Z	2026-08-19T16:32:06Z	False	ai-coding;browser-terminal;claude;claude-code;codex;coding-agents;developer-tools;gemini;multi-agent;multi-machine;pwa;remote-development;remote-terminal;self-hosted;tailnet;tailscale;terminal;terminal-dashboard;tmux;web-terminal	
AlivadTheImpala/A4-Artificial-Intelligence	A4-Artificial-Intelligence	https://github.com/AlivadTheImpala/A4-Artificial-Intelligence	None	AlivadTheImpala	User	this is a repo regarding the ethics of AI.	HTML	0		2022-10-21T01:56:39Z	2022-10-28T19:43:37Z	False		
djdprogramming/adfa2	Adfa2	https://github.com/djdprogramming/adfa2												gh: Not Found (HTTP 404)
SelenaSongg/AI-Ethics-Evaluation-Report-in-HealthCare	Ai-Ethics-Evaluation-Report-In-Healthcare	https://github.com/SelenaSongg/AI-Ethics-Evaluation-Report-in-HealthCare	None	SelenaSongg	User		None	0		2024-02-13T14:48:15Z	2024-02-13T14:48:48Z	False		
Lena9x/AI-ethics-in-ecommerce-apps	Ai-Ethics-In-Ecommerce-Apps	https://github.com/Lena9x/AI-ethics-in-ecommerce-apps	None	Lena9x	User		Jupyter Notebook	0		2024-05-30T10:23:19Z	2024-05-30T10:25:40Z	False		
LCromack/AI-Ethics-Risk-Analysis-Management-Framework	Ai-Ethics-Risk-Analysis-Management-Framework	https://github.com/LCromack/AI-Ethics-Risk-Analysis-Management-Framework	None	LCromack	User	This is my code for my dissertation, in which I was tasked with building a framework that small companies could use to analyse their AI. This was built in Python taking advantage of the Django framework.	Python	0		2023-06-06T13:54:56Z	2023-07-15T18:31:09Z	False		
